id_lead,data_primeiro_contato,origem,roteiro_interesse,modalidade,n_pessoas,mes_viagem_desejado,orcamento_aprox,status,data_fechamento,dias_ate_fechar,valor_venda
147255,2021-05-12,WhatsApp,Caminho do Norte,Autoguiado,2,Março,R$ 13.574,Negociando,,,
147256,2022-03-12,WhatsApp,Caminho Francês,Premium,2,Junho,R$ 21.686,Sem resposta,,,
147257,2024-10-21,YouTube,Caminho Português,Premium,2,Dezembro,R$ 19.446,Negociando,,,
147258,2026-02-06,Indicação,Via Francigena,Autoguiado,1,Janeiro,R$ 8.782,Perdido,,,
147259,2025-09-17,WhatsApp,Caminho Português,Premium,2,Dezembro,R$ 14.385,Fechado,2025-09-21,4,R$ 14.393
147260,2024-03-04,Facebook,Caminho Português,Autoguiado,2,Agosto,R$ 14.984,Negociando,,,
147261,2022-01-10,Indicação,Caminho Francês,Autoguiado,2,Setembro,R$ 19.682,Sem resposta,,,
147262,2024-07-20,Google,Caminho Primitivo,Autoguiado,1,Novembro,R$ 6.592,Perdido,,,
147263,2022-07-10,YouTube,Caminho do Norte,Autoguiado,2,Novembro,R$ 16.359,Fechado,2022-08-03,24,R$ 17.823
147264,2025-11-19,Facebook,Caminho Português,Premium,4,Julho,R$ 30.313,Fechado,2025-12-20,31,R$ 33.792
147265,2020-12-07,Instagram,Caminho Português,Guiado,2,Setembro,R$ 16.391,Sem resposta,,,
147266,2021-10-15,Facebook,Caminho do Norte,Guiado,2,Fevereiro,R$ 14.461,Perdido,,,
147267,2020-01-01,TikTok,Caminho Primitivo,Premium,2,Setembro,R$ 20.851,Sem resposta,,,
147268,2023-06-06,Indicação,Caminho do Norte,Premium,1,Novembro,R$ 8.420,Negociando,,,
147269,2021-09-16,WhatsApp,Caminho Primitivo,Guiado,1,Agosto,R$ 9.148,Negociando,,,
147270,2024-05-21,Instagram,Caminho Francês,Guiado,3,Junho,R$ 35.998,Negociando,,,
147271,2023-04-08,WhatsApp,Caminho Primitivo,Autoguiado,1,Novembro,R$ 8.958,Fechado,2023-04-21,13,R$ 9.378
147272,2021-10-12,YouTube,Via Francigena,Autoguiado,3,Novembro,R$ 21.186,Sem resposta,,,
147273,2024-11-29,WhatsApp,Via Francigena,Guiado,2,Outubro,R$ 18.183,Negociando,,,
147274,2024-08-11,Facebook,Caminho Português,Guiado,3,Março,R$ 21.117,Perdido,,,
147275,2026-03-26,TikTok,Caminho Francês,Guiado,3,Junho,R$ 34.966,Negociando,,,
147276,2025-09-07,Facebook,Caminho Francês,Premium,2,Agosto,R$ 23.554,Fechado,2025-10-04,27,R$ 25.072
147277,2025-07-28,Indicação,Caminho do Norte,Autoguiado,5,Setembro,R$ 35.779,Perdido,,,
147278,2020-12-06,TikTok,Via Francigena,Autoguiado,2,Dezembro,R$ 13.792,Perdido,,,
147279,2022-11-30,YouTube,Caminho Português,Autoguiado,2,Abril,R$ 10.957,Perdido,,,
147280,2022-08-14,Facebook,Caminho Francês,Premium,1,Julho,R$ 11.225,Fechado,2022-09-12,29,R$ 11.307
147281,2021-02-18,Google,Caminho Primitivo,Premium,2,Junho,R$ 16.826,Sem resposta,,,
147282,2026-04-18,Facebook,Via Francigena,Guiado,3,Fevereiro,R$ 24.171,Perdido,,,
147283,2021-03-13,Instagram,Caminho Primitivo,Premium,2,Agosto,R$ 22.382,Negociando,,,
147284,2026-04-09,YouTube,Caminho Português,Guiado,2,Maio,R$ 19.206,Perdido,,,
147285,2023-03-17,Google,Caminho Primitivo,Guiado,1,Outubro,R$ 9.342,Perdido,,,
147286,2021-03-13,Facebook,Caminho Português,Premium,4,Novembro,R$ 28.852,Perdido,,,
147287,2023-11-13,Google,Caminho Francês,Premium,1,Agosto,R$ 9.292,Fechado,2023-12-01,18,R$ 9.207
147288,2022-10-27,TikTok,Caminho Primitivo,Guiado,2,Maio,R$ 21.586,Fechado,2022-10-30,3,R$ 20.098
147289,2020-04-24,YouTube,Via Francigena,Guiado,2,Fevereiro,R$ 22.483,Negociando,,,
147290,2022-03-01,YouTube,Via Francigena,Premium,1,Dezembro,R$ 7.952,Negociando,,,
147291,2021-09-26,Indicação,Caminho Primitivo,Autoguiado,2,Março,R$ 16.282,Negociando,,,
147292,2025-06-15,Google,Caminho do Norte,Premium,2,Maio,R$ 22.070,Negociando,,,
147293,2024-05-18,Google,Caminho Francês,Premium,5,Julho,R$ 54.477,Perdido,,,
147294,2022-02-24,WhatsApp,Via Francigena,Premium,1,Julho,R$ 9.144,Perdido,,,
147295,2025-05-30,Indicação,Via Francigena,Autoguiado,2,Maio,R$ 15.606,Sem resposta,,,
147296,2022-08-15,YouTube,Caminho Francês,Autoguiado,2,Dezembro,R$ 16.801,Fechado,2022-09-16,32,R$ 17.911
147297,2023-03-13,WhatsApp,Caminho do Norte,Guiado,2,Novembro,R$ 14.990,Fechado,2023-04-08,26,R$ 14.150
147298,2022-06-13,Indicação,Via Francigena,Guiado,1,Setembro,R$ 12.030,Sem resposta,,,
147299,2023-08-12,YouTube,Caminho Português,Premium,1,Março,R$ 7.479,Negociando,,,
147300,2020-07-13,WhatsApp,Caminho Primitivo,Premium,3,Dezembro,R$ 28.350,Perdido,,,
147301,2025-04-08,WhatsApp,Via Francigena,Premium,3,Julho,R$ 35.095,Negociando,,,
147302,2026-04-21,Indicação,Caminho Português,Autoguiado,2,Novembro,R$ 14.594,Sem resposta,,,
147303,2023-07-07,Google,Via Francigena,Premium,1,Novembro,R$ 12.172,Negociando,,,
147304,2024-08-17,WhatsApp,Caminho do Norte,Autoguiado,1,Junho,R$ 7.553,Sem resposta,,,
147305,2025-04-21,Indicação,Caminho Francês,Premium,5,Outubro,R$ 52.562,Negociando,,,
147306,2022-11-03,Indicação,Via Francigena,Premium,2,Abril,R$ 18.369,Perdido,,,
147307,2020-09-07,YouTube,Caminho Primitivo,Guiado,3,Setembro,R$ 35.570,Perdido,,,
147308,2021-12-23,WhatsApp,Caminho Francês,Premium,2,Outubro,R$ 25.777,Perdido,,,
147309,2023-07-10,Google,Caminho Português,Guiado,1,Setembro,R$ 8.907,Negociando,,,
147310,2024-03-25,Google,Caminho do Norte,Premium,2,Abril,R$ 21.882,Fechado,2024-04-18,24,R$ 20.196
147311,2026-01-05,YouTube,Caminho Francês,Premium,2,Junho,R$ 18.714,Sem resposta,,,
147312,2021-01-18,Google,Caminho Primitivo,Premium,2,Setembro,R$ 23.040,Perdido,,,
147313,2022-10-17,Facebook,Via Francigena,Premium,2,Junho,R$ 21.290,Sem resposta,,,
147314,2024-02-06,Indicação,Caminho Português,Guiado,4,Novembro,R$ 28.275,Negociando,,,
147315,2025-04-25,Indicação,Via Francigena,Autoguiado,5,Julho,R$ 32.912,Fechado,2025-05-12,17,R$ 34.698
147316,2022-08-27,Indicação,Caminho do Norte,Autoguiado,2,Agosto,R$ 15.508,Fechado,2022-09-10,14,R$ 16.761
147317,2021-12-07,TikTok,Caminho Primitivo,Premium,2,Janeiro,R$ 16.636,Fechado,2021-12-29,22,R$ 17.319
147318,2023-12-04,YouTube,Caminho Primitivo,Premium,1,Julho,R$ 9.017,Sem resposta,,,
147319,2020-05-01,TikTok,Caminho do Norte,Guiado,5,Junho,R$ 55.486,Negociando,,,
147320,2021-09-10,TikTok,Caminho Primitivo,Premium,1,Julho,R$ 9.113,Sem resposta,,,
147321,2022-04-02,YouTube,Caminho Francês,Autoguiado,2,Agosto,R$ 19.856,Fechado,2022-04-21,19,R$ 21.626
147322,2024-07-17,Facebook,Caminho Francês,Premium,1,Julho,R$ 12.561,Sem resposta,,,
147323,2022-07-07,Indicação,Caminho Primitivo,Premium,1,Outubro,R$ 9.365,Perdido,,,
147324,2022-11-30,Indicação,Caminho do Norte,Autoguiado,5,Outubro,R$ 46.256,Sem resposta,,,
147325,2021-07-25,Indicação,Caminho do Norte,Autoguiado,1,Maio,R$ 9.395,Negociando,,,
147326,2021-07-18,YouTube,Via Francigena,Guiado,1,Dezembro,R$ 10.073,Negociando,,,
147327,2023-04-15,Instagram,Caminho Francês,Autoguiado,1,Fevereiro,R$ 8.990,Negociando,,,
147328,2021-06-03,Indicação,Via Francigena,Autoguiado,2,Setembro,R$ 13.440,Sem resposta,,,
147329,2023-12-09,YouTube,Caminho Português,Guiado,2,Dezembro,R$ 18.853,Negociando,,,
147330,2024-09-05,Indicação,Caminho do Norte,Guiado,3,Janeiro,R$ 29.933,Sem resposta,,,
147331,2021-09-20,WhatsApp,Caminho Francês,Autoguiado,2,Julho,R$ 17.305,Sem resposta,,,
147332,2021-12-30,Facebook,Caminho Primitivo,Guiado,3,Agosto,R$ 28.125,Perdido,,,
147333,2025-07-31,Instagram,Via Francigena,Autoguiado,2,Agosto,R$ 14.769,Fechado,2025-09-04,35,R$ 16.469
147334,2023-10-12,YouTube,Caminho do Norte,Premium,2,Novembro,R$ 15.718,Negociando,,,
147335,2021-05-13,Indicação,Via Francigena,Guiado,5,Abril,R$ 51.662,Sem resposta,,,
147336,2026-06-22,Instagram,Caminho Primitivo,Autoguiado,1,Outubro,R$ 8.761,Perdido,,,
147337,2025-01-07,Instagram,Via Francigena,Premium,2,Março,R$ 18.539,Negociando,,,
147338,2023-10-07,Instagram,Via Francigena,Premium,3,Julho,R$ 26.486,Perdido,,,
147339,2024-04-22,YouTube,Via Francigena,Autoguiado,1,Janeiro,R$ 9.771,Sem resposta,,,
147340,2023-05-02,TikTok,Caminho Primitivo,Autoguiado,3,Março,R$ 25.043,Sem resposta,,,
147341,2025-06-16,Facebook,Caminho do Norte,Guiado,1,Janeiro,R$ 10.206,Fechado,2025-06-20,4,R$ 11.086
147342,2024-07-29,Instagram,Caminho Português,Premium,1,Fevereiro,R$ 9.049,Sem resposta,,,
147343,2025-03-15,Google,Caminho Português,Autoguiado,1,Março,R$ 5.464,Fechado,2025-04-12,28,R$ 5.344
147344,2025-10-23,YouTube,Caminho do Norte,Autoguiado,1,Setembro,R$ 8.034,Negociando,,,
147345,2025-10-29,TikTok,Caminho Primitivo,Autoguiado,2,Setembro,R$ 16.908,Fechado,2025-11-29,31,R$ 17.091
147346,2024-12-15,TikTok,Caminho Primitivo,Guiado,1,Junho,R$ 10.217,Negociando,,,
147347,2022-06-11,TikTok,Caminho Francês,Guiado,2,Maio,R$ 22.606,Negociando,,,
147348,2026-02-22,WhatsApp,Caminho Português,Guiado,2,Setembro,R$ 15.812,Fechado,2026-03-07,13,R$ 15.341
147349,2025-02-04,TikTok,Caminho Primitivo,Autoguiado,2,Janeiro,R$ 18.226,Fechado,2025-02-08,4,R$ 19.768
147350,2021-09-09,TikTok,Caminho do Norte,Premium,2,Novembro,R$ 18.108,Negociando,,,
147351,2023-02-21,Indicação,Caminho Primitivo,Guiado,2,Agosto,R$ 16.066,Sem resposta,,,
147352,2020-12-30,YouTube,Via Francigena,Premium,3,Novembro,R$ 28.980,Perdido,,,
147353,2024-08-23,TikTok,Caminho do Norte,Autoguiado,4,Novembro,R$ 31.877,Negociando,,,
147354,2022-11-11,Instagram,Caminho do Norte,Guiado,2,Janeiro,R$ 20.618,Sem resposta,,,
147355,2020-05-30,Google,Caminho Francês,Autoguiado,3,Agosto,R$ 32.462,Negociando,,,
147356,2020-01-23,TikTok,Via Francigena,Guiado,2,Junho,R$ 19.763,Negociando,,,
147357,2026-11-14,TikTok,Caminho Francês,Premium,4,Dezembro,R$ 34.058,Fechado,2026-12-06,22,R$ 33.587
147358,2023-07-20,TikTok,Caminho do Norte,Premium,1,Setembro,R$ 9.747,Sem resposta,,,
147359,2026-10-06,WhatsApp,Caminho Português,Premium,1,Outubro,R$ 6.837,Perdido,,,
147360,2025-08-18,Instagram,Caminho Primitivo,Autoguiado,3,Abril,R$ 23.299,Perdido,,,
147361,2026-07-23,Google,Caminho Primitivo,Autoguiado,2,Março,R$ 17.064,Fechado,2026-08-17,25,R$ 17.580
147362,2022-09-21,TikTok,Caminho Francês,Guiado,4,Janeiro,R$ 33.269,Negociando,,,
147363,2020-02-22,WhatsApp,Caminho Primitivo,Autoguiado,1,Março,R$ 8.558,Perdido,,,
147364,2024-03-28,Facebook,Caminho Francês,Guiado,1,Dezembro,R$ 10.364,Fechado,2024-04-25,28,R$ 11.124
147365,2025-04-17,Facebook,Caminho Português,Premium,1,Fevereiro,R$ 9.543,Perdido,,,
147366,2024-12-15,Google,Caminho Primitivo,Autoguiado,1,Junho,R$ 7.407,Perdido,,,
147367,2021-09-26,Instagram,Caminho Português,Autoguiado,1,Dezembro,R$ 6.857,Negociando,,,
147368,2021-02-16,YouTube,Caminho Francês,Guiado,1,Dezembro,R$ 10.595,Sem resposta,,,
147369,2021-07-16,Google,Caminho do Norte,Premium,1,Abril,R$ 7.915,Negociando,,,
147370,2024-01-25,TikTok,Via Francigena,Autoguiado,1,Setembro,R$ 8.878,Sem resposta,,,
147371,2026-03-28,TikTok,Caminho do Norte,Premium,2,Novembro,R$ 15.816,Sem resposta,,,
147372,2026-01-22,Facebook,Caminho Português,Premium,2,Setembro,R$ 12.589,Negociando,,,
147373,2024-08-15,Facebook,Caminho do Norte,Autoguiado,1,Abril,R$ 8.537,Negociando,,,
147374,2025-03-16,Facebook,Caminho do Norte,Premium,3,Fevereiro,R$ 24.847,Negociando,,,
147375,2020-04-13,Instagram,Caminho Primitivo,Guiado,2,Março,R$ 22.993,Fechado,2020-04-29,16,R$ 24.384
147376,2020-01-25,Facebook,Caminho Francês,Autoguiado,4,Novembro,R$ 29.651,Fechado,2020-02-28,34,R$ 27.775
147377,2025-11-04,WhatsApp,Caminho Francês,Premium,1,Abril,R$ 12.236,Negociando,,,
147378,2025-02-25,TikTok,Caminho Português,Guiado,4,Dezembro,R$ 30.706,Fechado,2025-03-16,19,R$ 28.946
147379,2020-09-21,Indicação,Caminho Francês,Autoguiado,2,Maio,R$ 21.072,Negociando,,,
147380,2021-04-10,Google,Caminho Português,Premium,2,Agosto,R$ 14.890,Negociando,,,
147381,2022-02-03,Facebook,Via Francigena,Guiado,1,Março,R$ 12.049,Perdido,,,
147382,2024-07-09,TikTok,Caminho do Norte,Premium,3,Outubro,R$ 21.977,Negociando,,,
147383,2023-02-24,YouTube,Via Francigena,Premium,2,Maio,R$ 23.610,Negociando,,,
147384,2022-08-27,Facebook,Caminho Português,Guiado,5,Maio,R$ 33.321,Fechado,2022-09-13,17,R$ 36.050
147385,2025-01-18,Facebook,Caminho Português,Guiado,2,Julho,R$ 17.389,Negociando,,,
147386,2026-12-26,YouTube,Caminho Francês,Autoguiado,1,Dezembro,R$ 8.582,Negociando,,,
147387,2023-02-03,YouTube,Via Francigena,Autoguiado,3,Novembro,R$ 29.595,Perdido,,,
147388,2021-04-18,YouTube,Caminho Português,Premium,3,Novembro,R$ 26.166,Negociando,,,
147389,2023-12-08,Indicação,Caminho Primitivo,Premium,2,Setembro,R$ 23.342,Negociando,,,
147390,2024-04-24,WhatsApp,Via Francigena,Premium,3,Julho,R$ 28.643,Fechado,2024-05-04,10,R$ 29.913
147391,2022-09-27,WhatsApp,Caminho Primitivo,Guiado,2,Abril,R$ 23.562,Negociando,,,
147392,2024-07-24,YouTube,Via Francigena,Premium,2,Março,R$ 15.769,Negociando,,,
147393,2026-01-16,Facebook,Caminho Português,Premium,1,Abril,R$ 8.169,Negociando,,,
147394,2022-08-21,Facebook,Caminho Primitivo,Autoguiado,1,Setembro,R$ 7.382,Sem resposta,,,
147395,2026-04-17,Facebook,Caminho Francês,Guiado,2,Fevereiro,R$ 20.780,Negociando,,,
147396,2023-01-01,TikTok,Caminho Primitivo,Autoguiado,4,Abril,R$ 28.524,Sem resposta,,,
147397,2022-11-03,WhatsApp,Caminho do Norte,Autoguiado,1,Abril,R$ 6.605,Sem resposta,,,
147398,2025-08-06,Instagram,Via Francigena,Autoguiado,3,Maio,R$ 20.119,Fechado,2025-08-31,25,R$ 21.518
147399,2026-07-20,Indicação,Caminho Português,Autoguiado,1,Fevereiro,R$ 5.332,Negociando,,,
147400,2025-10-01,YouTube,Caminho Francês,Guiado,3,Julho,R$ 37.478,Negociando,,,
147401,2026-11-29,Instagram,Caminho do Norte,Premium,1,Agosto,R$ 9.517,Perdido,,,
147402,2025-10-03,YouTube,Caminho Primitivo,Autoguiado,2,Dezembro,R$ 19.624,Sem resposta,,,
147403,2024-03-09,WhatsApp,Caminho Francês,Premium,2,Maio,R$ 21.333,Perdido,,,
147404,2026-08-27,WhatsApp,Caminho do Norte,Autoguiado,1,Setembro,R$ 6.293,Perdido,,,
147405,2026-03-19,TikTok,Caminho Francês,Guiado,2,Junho,R$ 23.523,Fechado,2026-04-12,24,R$ 24.646
147406,2024-06-26,Instagram,Caminho Francês,Guiado,2,Fevereiro,R$ 21.765,Perdido,,,
147407,2021-11-14,YouTube,Caminho do Norte,Guiado,3,Março,R$ 28.439,Perdido,,,
147408,2026-03-06,WhatsApp,Via Francigena,Guiado,1,Maio,R$ 10.684,Negociando,,,
147409,2021-12-11,Indicação,Caminho Primitivo,Guiado,3,Outubro,R$ 26.167,Perdido,,,
147410,2021-12-31,Instagram,Caminho Português,Autoguiado,3,Setembro,R$ 23.539,Sem resposta,,,
147411,2020-11-04,Indicação,Caminho Português,Guiado,3,Julho,R$ 22.285,Negociando,,,
147412,2026-12-07,Google,Caminho Francês,Autoguiado,2,Março,R$ 17.857,Negociando,,,
147413,2024-08-23,Instagram,Via Francigena,Guiado,3,Abril,R$ 36.568,Perdido,,,
147414,2024-02-08,TikTok,Caminho Primitivo,Autoguiado,2,Novembro,R$ 16.224,Negociando,,,
147415,2021-06-18,YouTube,Via Francigena,Guiado,3,Maio,R$ 23.949,Perdido,,,
147416,2021-03-25,Facebook,Caminho do Norte,Premium,2,Dezembro,R$ 21.909,Negociando,,,
147417,2022-04-25,TikTok,Caminho Francês,Guiado,2,Agosto,R$ 25.328,Sem resposta,,,
147418,2023-09-15,Indicação,Via Francigena,Premium,3,Abril,R$ 25.398,Perdido,,,
147419,2022-12-29,Instagram,Caminho Francês,Guiado,3,Setembro,R$ 35.377,Negociando,,,
147420,2022-04-09,WhatsApp,Via Francigena,Autoguiado,2,Março,R$ 15.592,Fechado,2022-04-13,4,R$ 17.271
147421,2025-09-17,Google,Via Francigena,Guiado,5,Fevereiro,R$ 42.983,Fechado,2025-09-22,5,R$ 46.591
147422,2021-12-21,Indicação,Caminho Primitivo,Premium,2,Dezembro,R$ 19.882,Negociando,,,
147423,2022-12-11,WhatsApp,Caminho Francês,Premium,2,Novembro,R$ 16.970,Perdido,,,
147424,2024-05-09,Facebook,Caminho Francês,Premium,2,Março,R$ 21.524,Sem resposta,,,
147425,2026-01-20,Google,Caminho Primitivo,Guiado,1,Setembro,R$ 11.199,Fechado,2026-02-21,32,R$ 11.092
147426,2022-03-11,YouTube,Caminho Português,Autoguiado,2,Outubro,R$ 15.911,Negociando,,,
147427,2023-04-20,YouTube,Caminho do Norte,Premium,2,Abril,R$ 15.660,Perdido,,,
147428,2024-05-03,WhatsApp,Via Francigena,Autoguiado,3,Abril,R$ 26.087,Sem resposta,,,
147429,2024-07-14,Google,Caminho Português,Guiado,2,Março,R$ 17.204,Fechado,2024-08-02,19,R$ 18.502
147430,2021-03-03,Instagram,Caminho Primitivo,Guiado,4,Maio,R$ 35.429,Perdido,,,
147431,2023-10-04,Indicação,Caminho do Norte,Guiado,2,Abril,R$ 14.512,Negociando,,,
147432,2022-08-01,Instagram,Caminho Francês,Autoguiado,1,Julho,R$ 6.963,Fechado,2022-08-12,11,R$ 7.738
147433,2023-05-10,TikTok,Via Francigena,Premium,3,Abril,R$ 24.503,Negociando,,,
147434,2024-12-02,Indicação,Caminho Primitivo,Premium,1,Março,R$ 10.687,Fechado,2024-12-11,9,R$ 10.317
147435,2025-03-27,Facebook,Caminho Português,Premium,3,Julho,R$ 29.136,Negociando,,,
147436,2021-11-26,Instagram,Caminho do Norte,Autoguiado,2,Junho,R$ 15.001,Negociando,,,
147437,2021-01-31,YouTube,Caminho Português,Guiado,1,Julho,R$ 7.686,Perdido,,,
147438,2024-02-04,Instagram,Via Francigena,Autoguiado,4,Fevereiro,R$ 28.589,Sem resposta,,,
147439,2025-03-24,Instagram,Caminho Primitivo,Autoguiado,2,Maio,R$ 18.029,Sem resposta,,,
147440,2026-08-02,Indicação,Via Francigena,Autoguiado,1,Fevereiro,R$ 8.579,Perdido,,,
147441,2026-09-24,WhatsApp,Caminho Francês,Autoguiado,2,Outubro,R$ 21.943,Negociando,,,
147442,2025-12-03,Google,Caminho Português,Guiado,1,Fevereiro,R$ 7.133,Negociando,,,
147443,2022-05-02,Indicação,Via Francigena,Guiado,4,Agosto,R$ 42.686,Negociando,,,
147444,2022-10-14,YouTube,Via Francigena,Premium,4,Setembro,R$ 37.191,Negociando,,,
147445,2023-12-13,Facebook,Via Francigena,Premium,2,Outubro,R$ 15.546,Negociando,,,
147446,2023-06-08,Facebook,Caminho Português,Premium,1,Abril,R$ 6.828,Sem resposta,,,
147447,2022-01-16,YouTube,Caminho Francês,Premium,2,Abril,R$ 24.458,Perdido,,,
147448,2021-02-17,Indicação,Caminho Primitivo,Premium,1,Janeiro,R$ 9.423,Fechado,2021-03-19,30,R$ 9.706
147449,2020-06-13,Facebook,Caminho Francês,Guiado,1,Agosto,R$ 9.118,Negociando,,,
147450,2026-10-23,Google,Via Francigena,Guiado,3,Maio,R$ 25.948,Perdido,,,
147451,2021-02-20,Facebook,Caminho Francês,Premium,4,Fevereiro,R$ 40.936,Negociando,,,
147452,2025-11-09,YouTube,Caminho do Norte,Premium,3,Dezembro,R$ 29.451,Negociando,,,
147453,2024-02-27,Instagram,Caminho Francês,Autoguiado,3,Março,R$ 24.285,Negociando,,,
147454,2022-11-07,TikTok,Via Francigena,Premium,1,Agosto,R$ 8.984,Perdido,,,
147455,2023-03-18,Instagram,Caminho Francês,Autoguiado,2,Outubro,R$ 19.540,Fechado,2023-04-06,19,R$ 20.230
147456,2021-10-20,YouTube,Caminho Português,Autoguiado,1,Dezembro,R$ 7.082,Sem resposta,,,
147457,2025-11-02,WhatsApp,Caminho do Norte,Autoguiado,2,Agosto,R$ 12.612,Fechado,2025-11-23,21,R$ 12.640
147458,2023-10-01,YouTube,Caminho Francês,Premium,2,Fevereiro,R$ 21.718,Negociando,,,
147459,2020-03-29,Google,Caminho do Norte,Premium,3,Novembro,R$ 21.477,Perdido,,,
147460,2021-10-25,Instagram,Caminho Português,Premium,2,Novembro,R$ 14.766,Negociando,,,
147461,2024-01-24,YouTube,Caminho Francês,Guiado,2,Setembro,R$ 22.309,Perdido,,,
147462,2025-02-03,Indicação,Caminho Francês,Premium,2,Outubro,R$ 22.510,Fechado,2025-03-04,29,R$ 24.318
147463,2025-11-09,Instagram,Caminho Primitivo,Premium,2,Outubro,R$ 20.272,Sem resposta,,,
147464,2023-06-22,YouTube,Caminho Primitivo,Autoguiado,2,Dezembro,R$ 15.617,Perdido,,,
147465,2026-02-11,YouTube,Caminho do Norte,Premium,4,Fevereiro,R$ 33.804,Perdido,,,
147466,2026-08-28,Google,Caminho Primitivo,Premium,2,Abril,R$ 21.507,Sem resposta,,,
147467,2024-10-08,WhatsApp,Caminho do Norte,Autoguiado,1,Setembro,R$ 9.091,Negociando,,,
147468,2021-02-18,Indicação,Caminho Primitivo,Autoguiado,1,Dezembro,R$ 9.337,Fechado,2021-02-23,5,R$ 10.144
147469,2021-08-09,WhatsApp,Caminho Português,Premium,5,Março,R$ 40.180,Negociando,,,
147470,2021-07-27,Google,Caminho do Norte,Guiado,2,Agosto,R$ 21.580,Negociando,,,
147471,2020-10-20,Facebook,Via Francigena,Autoguiado,1,Julho,R$ 8.445,Sem resposta,,,
147472,2023-06-04,Indicação,Caminho Francês,Guiado,3,Outubro,R$ 27.576,Fechado,2023-06-17,13,R$ 30.817
147473,2023-08-11,TikTok,Caminho Francês,Autoguiado,2,Junho,R$ 20.236,Negociando,,,
147474,2024-11-21,TikTok,Caminho Francês,Autoguiado,2,Março,R$ 16.307,Sem resposta,,,
147475,2026-02-12,WhatsApp,Caminho Primitivo,Premium,1,Janeiro,R$ 11.291,Negociando,,,
147476,2024-09-02,Facebook,Via Francigena,Guiado,2,Julho,R$ 19.145,Perdido,,,
147477,2022-07-24,Google,Caminho Francês,Guiado,2,Maio,R$ 22.103,Perdido,,,
147478,2021-10-18,Facebook,Caminho Português,Premium,2,Outubro,R$ 18.899,Fechado,2021-11-12,25,R$ 20.866
147479,2022-03-25,Google,Caminho Primitivo,Premium,2,Julho,R$ 18.674,Fechado,2022-03-29,4,R$ 19.978
147480,2022-04-10,Facebook,Caminho Português,Premium,4,Março,R$ 37.693,Sem resposta,,,
147481,2020-04-15,Facebook,Caminho Português,Autoguiado,1,Janeiro,R$ 7.513,Perdido,,,
147482,2025-12-15,Instagram,Caminho Francês,Autoguiado,2,Fevereiro,R$ 16.043,Negociando,,,
147483,2024-09-03,TikTok,Via Francigena,Guiado,3,Abril,R$ 33.163,Sem resposta,,,
147484,2022-09-07,WhatsApp,Via Francigena,Guiado,1,Abril,R$ 12.260,Negociando,,,
147485,2020-05-15,Google,Caminho Francês,Autoguiado,3,Agosto,R$ 30.616,Perdido,,,
147486,2023-08-13,Facebook,Caminho Francês,Premium,3,Junho,R$ 27.298,Negociando,,,
147487,2024-11-10,Instagram,Caminho Francês,Autoguiado,2,Agosto,R$ 17.192,Negociando,,,
147488,2026-07-20,WhatsApp,Caminho Primitivo,Guiado,3,Junho,R$ 28.302,Perdido,,,
147489,2026-08-02,Google,Caminho do Norte,Autoguiado,2,Janeiro,R$ 14.235,Perdido,,,
147490,2022-07-11,YouTube,Caminho Primitivo,Premium,2,Maio,R$ 17.626,Perdido,,,
147491,2023-02-07,Instagram,Caminho Português,Autoguiado,3,Outubro,R$ 23.640,Sem resposta,,,
147492,2021-09-07,Google,Caminho Francês,Premium,4,Março,R$ 39.604,Negociando,,,
147493,2021-09-19,YouTube,Caminho do Norte,Premium,1,Julho,R$ 8.806,Perdido,,,
147494,2025-08-02,TikTok,Caminho do Norte,Premium,1,Janeiro,R$ 10.030,Perdido,,,
147495,2020-01-01,YouTube,Caminho Primitivo,Premium,2,Março,R$ 17.463,Sem resposta,,,
147496,2020-10-05,TikTok,Caminho Primitivo,Autoguiado,2,Julho,R$ 14.365,Sem resposta,,,
147497,2020-07-05,YouTube,Caminho Português,Autoguiado,1,Abril,R$ 6.405,Sem resposta,,,
147498,2021-09-20,Indicação,Caminho Português,Premium,2,Abril,R$ 18.739,Negociando,,,
147499,2026-05-03,Indicação,Caminho Primitivo,Autoguiado,3,Novembro,R$ 22.036,Fechado,2026-05-17,14,R$ 23.203
147500,2024-11-16,Google,Caminho Francês,Premium,3,Janeiro,R$ 31.708,Sem resposta,,,
147501,2023-11-02,WhatsApp,Caminho Primitivo,Autoguiado,1,Junho,R$ 8.322,Fechado,2023-12-06,34,R$ 9.267
147502,2023-01-17,WhatsApp,Caminho Francês,Premium,4,Maio,R$ 34.801,Fechado,2023-01-20,3,R$ 32.357
147503,2022-07-04,YouTube,Caminho Português,Guiado,2,Junho,R$ 14.656,Negociando,,,
147504,2021-09-18,TikTok,Caminho Primitivo,Premium,5,Dezembro,R$ 58.360,Perdido,,,
147505,2021-12-18,YouTube,Caminho Primitivo,Autoguiado,1,Abril,R$ 6.509,Fechado,2022-01-06,19,R$ 6.239
147506,2022-02-10,Google,Caminho Francês,Guiado,2,Outubro,R$ 17.962,Negociando,,,
147507,2026-02-20,Facebook,Via Francigena,Premium,2,Janeiro,R$ 17.306,Fechado,2026-03-21,29,R$ 18.713
147508,2026-11-04,Instagram,Caminho Primitivo,Premium,3,Fevereiro,R$ 32.921,Fechado,2026-11-25,21,R$ 32.896
147509,2025-12-07,Google,Caminho Primitivo,Autoguiado,3,Maio,R$ 19.185,Perdido,,,
