id_reserva,data_reserva,id_cliente,roteiro,modalidade,n_pessoas,mes_viagem,valor_total_R$,custo_operacional_R$,canal_origem,status
RES098231,2023-04-18,CLI002325,Caminho Português,Guiado,2,Abril,28068,19956,Indicação,Concluída
RES098232,2024-03-04,CLI019778,Caminho do Norte,Premium,1,Março,17274,10450,Facebook,Concluída
RES098233,2024-09-21,CLI019207,Caminho do Norte,Premium,3,Setembro,42556,29944,TikTok,Cancelada
RES098234,2026-09-08,CLI018623,Caminho Português,Premium,1,Setembro,15028,9889,Instagram,Concluída
RES098235,2025-08-30,CLI008441,Via Francigena,Autoguiado,3,Agosto,41743,26500,TikTok,Concluída
RES098236,2023-05-31,CLI005425,Caminho Português,Autoguiado,2,Maio,18374,11507,WhatsApp,Concluída
RES098237,2023-04-09,CLI022285,Caminho do Norte,Premium,3,Abril,54628,34213,Google,Concluída
RES098238,2021-03-21,CLI018118,Caminho Francês,Premium,3,Março,46324,34008,Instagram,Concluída
RES098239,2022-09-24,CLI016725,Caminho do Norte,Premium,3,Setembro,46946,30165,Google,Reagendada
RES098240,2024-03-11,CLI001021,Caminho Francês,Autoguiado,1,Março,13929,9263,YouTube,Concluída
RES098241,2024-09-30,CLI020218,Caminho Francês,Autoguiado,2,Setembro,24147,14583,WhatsApp,Concluída
RES098242,2022-10-20,CLI028540,Via Francigena,Autoguiado,2,Outubro,27139,17075,Facebook,Concluída
RES098243,2023-01-26,CLI012522,Caminho do Norte,Autoguiado,1,Janeiro,11884,8875,Instagram,Concluída
RES098244,2026-08-14,CLI002052,Caminho Francês,Premium,4,Agosto,71980,54661,WhatsApp,Concluída
RES098245,2022-03-14,CLI003046,Via Francigena,Premium,1,Março,12777,7586,WhatsApp,Concluída
RES098246,2020-03-27,CLI013391,Caminho Francês,Autoguiado,2,Março,23537,16515,YouTube,Concluída
RES098247,2022-03-19,CLI003343,Via Francigena,Premium,5,Março,85336,63531,Indicação,Concluída
RES098248,2024-11-30,CLI028455,Caminho Português,Premium,2,Novembro,29363,18812,Facebook,Concluída
RES098249,2020-10-22,CLI028062,Caminho do Norte,Guiado,4,Outubro,43502,28719,Google,Concluída
RES098250,2024-09-15,CLI005283,Caminho Primitivo,Premium,2,Setembro,26635,17055,Indicação,Concluída
RES098251,2025-07-18,CLI004471,Caminho do Norte,Premium,3,Julho,44761,30169,Facebook,Cancelada
RES098252,2026-01-31,CLI003255,Via Francigena,Premium,4,Janeiro,81096,56787,Indicação,Concluída
RES098253,2023-12-28,CLI004761,Caminho Primitivo,Premium,1,Dezembro,22511,15765,WhatsApp,Concluída
RES098254,2020-05-21,CLI026371,Via Francigena,Guiado,3,Maio,37206,25292,YouTube,Concluída
RES098255,2020-08-05,CLI013370,Caminho do Norte,Autoguiado,2,Agosto,28280,17083,YouTube,Concluída
RES098256,2020-07-14,CLI020850,Caminho Português,Guiado,5,Julho,69845,40748,YouTube,Concluída
RES098257,2021-02-07,CLI001673,Caminho do Norte,Premium,5,Fevereiro,57458,35255,YouTube,Concluída
RES098258,2022-07-11,CLI001592,Caminho Francês,Autoguiado,2,Julho,32824,22596,Google,Concluída
RES098259,2024-03-02,CLI029731,Caminho Francês,Premium,4,Março,70898,49109,Instagram,Concluída
RES098260,2021-07-08,CLI016234,Caminho do Norte,Guiado,1,Julho,14537,8624,Indicação,Concluída
RES098261,2023-05-05,CLI008003,Via Francigena,Autoguiado,5,Maio,63756,43992,WhatsApp,Concluída
RES098262,2022-11-07,CLI022806,Caminho Primitivo,Premium,4,Novembro,54783,33784,YouTube,Concluída
RES098263,2024-06-24,CLI000874,Caminho Português,Premium,3,Junho,50211,32339,Google,Concluída
RES098264,2020-09-19,CLI008614,Caminho do Norte,Premium,2,Setembro,30566,20732,WhatsApp,Concluída
RES098265,2021-05-23,CLI013685,Caminho Francês,Guiado,5,Maio,77963,57255,Instagram,Concluída
RES098266,2025-06-15,CLI014541,Caminho do Norte,Autoguiado,1,Junho,13548,9762,Indicação,Concluída
RES098267,2021-12-14,CLI028064,Via Francigena,Guiado,3,Dezembro,48033,34643,Google,Concluída
RES098268,2022-08-16,CLI011572,Caminho Português,Guiado,1,Agosto,11600,8750,YouTube,Concluída
RES098269,2023-11-04,CLI015512,Via Francigena,Guiado,2,Novembro,30061,23183,Instagram,Concluída
RES098270,2021-07-28,CLI021468,Caminho Primitivo,Autoguiado,3,Julho,46092,34385,Google,Concluída
RES098271,2025-02-03,CLI016780,Caminho Português,Premium,2,Fevereiro,25370,15757,TikTok,Concluída
RES098272,2025-11-03,CLI023275,Caminho do Norte,Autoguiado,2,Novembro,18576,11539,Indicação,Concluída
RES098273,2023-01-03,CLI015971,Caminho Primitivo,Premium,3,Janeiro,50164,38622,YouTube,Cancelada
RES098274,2021-03-02,CLI007332,Caminho Português,Premium,3,Março,36118,23123,YouTube,Concluída
RES098275,2025-06-19,CLI013181,Caminho Francês,Premium,3,Junho,69379,45549,YouTube,Concluída
RES098276,2024-01-19,CLI022367,Caminho Francês,Autoguiado,4,Janeiro,56425,43536,Facebook,Concluída
RES098277,2024-10-29,CLI025137,Caminho Primitivo,Autoguiado,3,Outubro,28353,17168,Indicação,Concluída
RES098278,2025-10-30,CLI017178,Caminho Francês,Premium,4,Outubro,71324,44441,YouTube,Concluída
RES098279,2023-01-10,CLI019791,Via Francigena,Autoguiado,4,Janeiro,53187,39885,Google,Concluída
RES098280,2022-08-24,CLI003728,Caminho Primitivo,Autoguiado,5,Agosto,72230,48475,YouTube,Concluída
RES098281,2020-08-14,CLI029947,Caminho Português,Guiado,5,Agosto,63078,39109,TikTok,Concluída
RES098282,2022-09-14,CLI003987,Caminho Português,Premium,1,Setembro,13987,8245,YouTube,Concluída
RES098283,2020-03-24,CLI011692,Caminho Português,Autoguiado,2,Março,20296,15280,Indicação,Concluída
RES098284,2025-06-17,CLI008944,Caminho do Norte,Guiado,2,Junho,24796,18491,TikTok,Concluída
RES098285,2025-08-25,CLI000611,Via Francigena,Guiado,2,Agosto,27527,19679,Google,Concluída
RES098286,2024-08-27,CLI004621,Caminho do Norte,Premium,5,Agosto,72517,52473,TikTok,Concluída
RES098287,2026-08-26,CLI024168,Caminho Português,Premium,2,Agosto,26349,19361,WhatsApp,Concluída
RES098288,2023-11-03,CLI005089,Caminho Francês,Autoguiado,3,Novembro,40576,28320,Indicação,Concluída
RES098289,2020-06-17,CLI021191,Caminho do Norte,Premium,2,Junho,42351,31120,TikTok,Concluída
RES098290,2026-06-15,CLI010191,Caminho Francês,Guiado,2,Junho,41133,28157,YouTube,Concluída
RES098291,2021-02-17,CLI009821,Via Francigena,Guiado,3,Fevereiro,41019,30579,Indicação,Concluída
RES098292,2024-10-17,CLI004464,Caminho Português,Guiado,3,Outubro,34089,22890,Indicação,Concluída
RES098293,2020-11-14,CLI016406,Caminho Português,Guiado,2,Novembro,26881,16403,Instagram,Concluída
RES098294,2023-02-19,CLI006993,Caminho Francês,Guiado,1,Fevereiro,11247,8205,Google,Concluída
RES098295,2023-09-07,CLI011315,Caminho do Norte,Autoguiado,2,Setembro,22211,15168,WhatsApp,Concluída
RES098296,2021-08-04,CLI007876,Caminho Primitivo,Premium,2,Agosto,40711,26498,Instagram,Concluída
RES098297,2025-07-12,CLI009905,Caminho do Norte,Autoguiado,2,Julho,26504,18354,Facebook,Concluída
RES098298,2024-10-28,CLI018666,Caminho Francês,Guiado,1,Outubro,18041,13499,Facebook,Concluída
RES098299,2022-05-13,CLI027077,Via Francigena,Autoguiado,2,Maio,26048,15667,Google,Concluída
RES098300,2020-05-16,CLI014853,Caminho do Norte,Guiado,4,Maio,63515,43546,Indicação,Cancelada
RES098301,2024-01-26,CLI021147,Via Francigena,Premium,3,Janeiro,51596,40041,Facebook,Cancelada
RES098302,2025-05-21,CLI024144,Caminho do Norte,Guiado,2,Maio,26129,18889,YouTube,Reagendada
RES098303,2026-05-23,CLI018587,Caminho do Norte,Autoguiado,2,Maio,22211,13992,TikTok,Concluída
RES098304,2024-08-03,CLI009484,Caminho Francês,Guiado,1,Agosto,16180,12253,Indicação,Concluída
RES098305,2023-01-19,CLI014319,Caminho Português,Autoguiado,3,Janeiro,32736,25306,TikTok,Concluída
RES098306,2025-06-10,CLI002335,Caminho do Norte,Premium,1,Junho,20758,14690,Indicação,Concluída
RES098307,2021-01-31,CLI005947,Caminho Primitivo,Autoguiado,2,Janeiro,26417,19664,Facebook,Reagendada
RES098308,2024-09-16,CLI019431,Via Francigena,Autoguiado,2,Setembro,23865,16715,Facebook,Concluída
RES098309,2020-07-25,CLI023510,Caminho do Norte,Autoguiado,3,Julho,43308,32370,Google,Concluída
RES098310,2025-06-25,CLI023006,Caminho Primitivo,Premium,1,Junho,17768,12548,Indicação,Concluída
RES098311,2020-09-26,CLI002388,Caminho Francês,Guiado,2,Setembro,28386,19375,Google,Concluída
RES098312,2026-12-15,CLI014145,Caminho Português,Autoguiado,1,Dezembro,10192,7222,Google,Reagendada
RES098313,2026-04-23,CLI018176,Caminho Francês,Autoguiado,1,Abril,14106,9256,Google,Concluída
RES098314,2020-01-14,CLI027329,Caminho Português,Guiado,4,Janeiro,43078,31541,Facebook,Concluída
RES098315,2022-04-03,CLI014978,Via Francigena,Guiado,4,Abril,56180,43796,Instagram,Concluída
RES098316,2026-05-28,CLI019073,Caminho do Norte,Autoguiado,3,Maio,37989,26450,Indicação,Concluída
RES098317,2025-09-02,CLI012348,Caminho Português,Premium,2,Setembro,32835,19966,Google,Concluída
RES098318,2021-06-06,CLI024292,Via Francigena,Autoguiado,1,Junho,10804,7946,YouTube,Concluída
RES098319,2020-09-21,CLI026911,Caminho Francês,Guiado,1,Setembro,16642,10236,Instagram,Concluída
RES098320,2026-09-28,CLI028825,Caminho Português,Premium,2,Setembro,24502,18770,WhatsApp,Concluída
RES098321,2020-06-25,CLI019921,Via Francigena,Premium,4,Junho,88943,52031,YouTube,Concluída
RES098322,2026-06-16,CLI024075,Caminho Francês,Guiado,6,Junho,92297,70902,TikTok,Concluída
RES098323,2020-11-04,CLI013288,Caminho do Norte,Premium,3,Novembro,52433,30760,WhatsApp,Concluída
RES098324,2024-04-19,CLI022137,Caminho Português,Autoguiado,2,Abril,23795,17272,WhatsApp,Cancelada
RES098325,2021-03-20,CLI025870,Caminho Francês,Premium,2,Março,34688,20556,TikTok,Concluída
RES098326,2020-08-23,CLI016434,Caminho Português,Premium,2,Agosto,29515,19246,Facebook,Concluída
RES098327,2023-07-15,CLI005458,Caminho do Norte,Guiado,1,Julho,12398,8911,Google,Concluída
RES098328,2024-10-18,CLI017614,Caminho Português,Autoguiado,3,Outubro,33475,22307,Facebook,Concluída
RES098329,2026-09-02,CLI000887,Caminho Primitivo,Guiado,2,Setembro,25355,14728,Google,Concluída
RES098330,2022-10-04,CLI019935,Caminho do Norte,Premium,2,Outubro,30566,20899,Instagram,Concluída
RES098331,2020-11-23,CLI009271,Caminho Português,Guiado,3,Novembro,39432,25088,TikTok,Concluída
RES098332,2025-08-25,CLI020154,Caminho Primitivo,Premium,2,Agosto,44160,26453,Facebook,Concluída
RES098333,2022-04-12,CLI012240,Via Francigena,Autoguiado,1,Abril,13296,8187,Indicação,Reagendada
RES098334,2020-09-16,CLI014854,Caminho Português,Autoguiado,2,Setembro,24288,17246,TikTok,Cancelada
RES098335,2020-02-28,CLI015171,Caminho Primitivo,Premium,1,Fevereiro,14143,9154,WhatsApp,Concluída
RES098336,2020-01-02,CLI026986,Via Francigena,Autoguiado,2,Janeiro,26048,16677,Instagram,Concluída
RES098337,2023-04-17,CLI000740,Via Francigena,Guiado,1,Abril,16673,10163,Google,Concluída
RES098338,2025-09-19,CLI013849,Caminho do Norte,Autoguiado,1,Setembro,12144,8115,Indicação,Concluída
RES098339,2024-11-26,CLI020345,Caminho Português,Autoguiado,2,Novembro,17881,12104,Indicação,Concluída
RES098340,2020-10-28,CLI014254,Caminho Francês,Premium,2,Outubro,37299,25199,Google,Concluída
RES098341,2021-02-01,CLI026888,Caminho do Norte,Autoguiado,3,Fevereiro,28811,21817,Indicação,Concluída
RES098342,2022-04-08,CLI005119,Caminho Primitivo,Guiado,3,Abril,48701,30398,TikTok,Reagendada
RES098343,2024-08-17,CLI020901,Caminho do Norte,Autoguiado,2,Agosto,24136,16219,Indicação,Cancelada
RES098344,2025-03-03,CLI024637,Caminho do Norte,Autoguiado,4,Março,35518,25467,Facebook,Concluída
RES098345,2025-09-06,CLI010571,Caminho do Norte,Autoguiado,3,Setembro,26307,17139,YouTube,Concluída
RES098346,2024-08-15,CLI020605,Via Francigena,Guiado,3,Agosto,57024,36440,TikTok,Concluída
RES098347,2023-01-17,CLI000641,Via Francigena,Autoguiado,2,Janeiro,22228,13488,Instagram,Concluída
RES098348,2023-11-25,CLI023366,Caminho Português,Premium,2,Novembro,32140,21983,Indicação,Reagendada
RES098349,2021-06-21,CLI016180,Caminho Português,Guiado,2,Junho,24554,15962,YouTube,Concluída
RES098350,2026-06-07,CLI028815,Caminho Primitivo,Guiado,2,Junho,37750,22264,Indicação,Concluída
RES098351,2021-02-25,CLI006777,Caminho Francês,Autoguiado,2,Fevereiro,25697,16936,Google,Cancelada
RES098352,2024-03-07,CLI004584,Caminho Português,Autoguiado,2,Março,14796,10665,YouTube,Concluída
RES098353,2025-09-20,CLI008627,Caminho Primitivo,Premium,1,Setembro,13317,7774,TikTok,Concluída
RES098354,2023-10-27,CLI021105,Caminho Francês,Guiado,2,Outubro,31185,22409,Instagram,Cancelada
RES098355,2025-11-26,CLI012784,Caminho Português,Autoguiado,1,Novembro,11651,6792,WhatsApp,Concluída
RES098356,2025-09-19,CLI009598,Via Francigena,Premium,3,Setembro,44677,33812,TikTok,Concluída
RES098357,2021-08-17,CLI023589,Caminho Francês,Guiado,4,Agosto,66316,41807,TikTok,Cancelada
RES098358,2022-09-12,CLI027933,Caminho Francês,Autoguiado,2,Setembro,23566,14532,Instagram,Concluída
RES098359,2026-07-11,CLI014949,Via Francigena,Guiado,2,Julho,26778,20886,Google,Concluída
RES098360,2025-08-17,CLI013215,Via Francigena,Guiado,2,Agosto,31273,22973,TikTok,Concluída
RES098361,2023-11-03,CLI027733,Caminho Francês,Guiado,2,Novembro,25588,18031,Instagram,Concluída
RES098362,2026-09-04,CLI026687,Caminho do Norte,Autoguiado,3,Setembro,36432,24327,Google,Concluída
RES098363,2023-01-19,CLI026596,Caminho do Norte,Guiado,2,Janeiro,25503,14886,Instagram,Cancelada
RES098364,2023-03-04,CLI000194,Caminho Francês,Premium,2,Março,27838,20435,WhatsApp,Reagendada
RES098365,2020-08-03,CLI008206,Caminho do Norte,Premium,3,Agosto,57272,40024,Google,Concluída
RES098366,2022-12-14,CLI020949,Via Francigena,Guiado,4,Dezembro,53556,33361,WhatsApp,Concluída
RES098367,2024-12-19,CLI005524,Caminho do Norte,Guiado,2,Dezembro,30500,19529,WhatsApp,Cancelada
RES098368,2022-12-12,CLI023055,Caminho Primitivo,Autoguiado,2,Dezembro,31339,23893,Indicação,Concluída
RES098369,2024-02-21,CLI002027,Caminho do Norte,Premium,4,Fevereiro,63656,49550,Instagram,Concluída
RES098370,2021-08-14,CLI004822,Caminho Francês,Premium,4,Agosto,77578,57460,TikTok,Reagendada
RES098371,2020-11-30,CLI001781,Via Francigena,Guiado,1,Novembro,14045,9099,YouTube,Concluída
RES098372,2022-09-29,CLI029602,Caminho Primitivo,Autoguiado,2,Setembro,18902,11398,TikTok,Concluída
RES098373,2020-11-25,CLI010080,Caminho Primitivo,Premium,2,Novembro,31173,23341,Indicação,Concluída
RES098374,2021-10-08,CLI028423,Caminho do Norte,Autoguiado,1,Outubro,8769,5450,Google,Concluída
RES098375,2024-11-30,CLI018656,Caminho Português,Autoguiado,3,Novembro,26822,16704,YouTube,Concluída
RES098376,2023-10-25,CLI029171,Caminho do Norte,Premium,3,Outubro,56823,32987,WhatsApp,Concluída
RES098377,2020-02-23,CLI014664,Via Francigena,Premium,3,Fevereiro,56564,40511,WhatsApp,Concluída
RES098378,2024-06-02,CLI006540,Caminho do Norte,Premium,2,Junho,39849,24022,Google,Concluída
RES098379,2025-08-14,CLI006767,Caminho do Norte,Guiado,2,Agosto,30500,18592,WhatsApp,Concluída
RES098380,2022-07-06,CLI026112,Caminho Francês,Premium,1,Julho,21260,14522,TikTok,Concluída
RES098381,2022-03-23,CLI027177,Caminho Primitivo,Guiado,3,Março,30860,21593,YouTube,Cancelada
RES098382,2024-01-23,CLI017747,Caminho do Norte,Guiado,2,Janeiro,23002,17046,TikTok,Concluída
RES098383,2026-10-16,CLI012869,Via Francigena,Autoguiado,1,Outubro,11114,7889,Instagram,Concluída
RES098384,2022-06-01,CLI029716,Caminho Português,Guiado,4,Junho,65350,48319,Indicação,Concluída
RES098385,2026-03-16,CLI008858,Caminho Primitivo,Premium,4,Março,53762,35213,Facebook,Concluída
RES098386,2022-01-17,CLI011551,Via Francigena,Premium,1,Janeiro,19505,14946,Indicação,Concluída
RES098387,2024-08-27,CLI002169,Caminho do Norte,Guiado,3,Agosto,38263,25471,TikTok,Concluída
RES098388,2026-10-17,CLI001009,Via Francigena,Guiado,1,Outubro,13716,10320,Indicação,Concluída
RES098389,2021-02-11,CLI017591,Caminho Primitivo,Guiado,2,Fevereiro,22377,15354,Facebook,Concluída
RES098390,2022-05-12,CLI011201,Caminho do Norte,Premium,5,Maio,87389,61447,Indicação,Concluída
RES098391,2020-12-25,CLI005535,Caminho do Norte,Guiado,5,Dezembro,88726,64300,YouTube,Concluída
RES098392,2023-01-23,CLI002799,Caminho Português,Guiado,3,Janeiro,34089,20225,Instagram,Concluída
RES098393,2023-10-04,CLI029195,Caminho do Norte,Premium,1,Outubro,15283,10077,Facebook,Reagendada
RES098394,2020-06-23,CLI006265,Via Francigena,Premium,3,Junho,45673,32617,WhatsApp,Concluída
RES098395,2023-03-12,CLI028750,Caminho do Norte,Autoguiado,3,Março,29536,18664,WhatsApp,Concluída
RES098396,2024-08-07,CLI014101,Caminho Português,Premium,5,Agosto,75768,54639,Indicação,Concluída
RES098397,2021-08-15,CLI022869,Caminho Francês,Guiado,5,Agosto,76914,49045,WhatsApp,Concluída
RES098398,2025-08-11,CLI001118,Caminho do Norte,Guiado,1,Agosto,14537,8968,Google,Concluída
RES098399,2026-08-23,CLI029847,Caminho do Norte,Autoguiado,4,Agosto,54192,42115,Indicação,Concluída
RES098400,2024-03-10,CLI005075,Caminho Francês,Autoguiado,3,Março,30444,21110,YouTube,Concluída
RES098401,2021-02-26,CLI018422,Caminho Primitivo,Guiado,6,Fevereiro,65328,45090,YouTube,Concluída
RES098402,2023-03-17,CLI015744,Caminho do Norte,Premium,2,Março,33189,20279,TikTok,Concluída
RES098403,2026-09-21,CLI013461,Via Francigena,Autoguiado,2,Setembro,21683,13602,TikTok,Concluída
RES098404,2022-07-10,CLI006721,Caminho Português,Autoguiado,2,Julho,22070,16652,Instagram,Concluída
RES098405,2021-01-10,CLI017809,Via Francigena,Premium,2,Janeiro,33628,26055,WhatsApp,Concluída
RES098406,2025-08-07,CLI022350,Caminho Português,Guiado,2,Agosto,29968,21175,Instagram,Concluída
RES098407,2022-07-10,CLI028200,Caminho Francês,Autoguiado,1,Julho,17074,10059,Instagram,Concluída
RES098408,2026-07-03,CLI011660,Caminho do Norte,Autoguiado,1,Julho,13252,10159,YouTube,Concluída
RES098409,2025-07-03,CLI013324,Caminho Francês,Premium,5,Julho,87643,51627,Instagram,Concluída
RES098410,2021-10-01,CLI008369,Caminho Português,Autoguiado,4,Outubro,39705,28822,Instagram,Concluída
RES098411,2025-09-11,CLI020589,Via Francigena,Guiado,2,Setembro,22832,17780,Instagram,Concluída
RES098412,2024-08-30,CLI027953,Via Francigena,Guiado,2,Agosto,39514,23200,Instagram,Cancelada
RES098413,2026-04-23,CLI027505,Caminho do Norte,Guiado,2,Abril,26754,16795,Instagram,Concluída
RES098414,2021-01-25,CLI026687,Caminho do Norte,Premium,6,Janeiro,98282,60535,Indicação,Concluída
RES098415,2024-05-03,CLI002772,Caminho do Norte,Premium,2,Maio,34224,20508,TikTok,Concluída
RES098416,2025-09-27,CLI002001,Via Francigena,Premium,2,Setembro,39010,30150,YouTube,Concluída
RES098417,2026-07-17,CLI019988,Caminho Francês,Premium,1,Julho,17528,10922,YouTube,Cancelada
RES098418,2023-06-27,CLI017749,Caminho Francês,Autoguiado,1,Junho,11777,9090,Facebook,Concluída
RES098419,2024-08-12,CLI003997,Caminho Primitivo,Guiado,4,Agosto,72552,44944,Instagram,Concluída
RES098420,2023-03-16,CLI029795,Caminho do Norte,Autoguiado,3,Março,36778,27398,Google,Concluída
RES098421,2022-08-03,CLI000470,Caminho do Norte,Autoguiado,2,Agosto,27096,17782,Facebook,Cancelada
RES098422,2025-09-26,CLI008531,Caminho Português,Premium,3,Setembro,39878,25212,YouTube,Concluída
RES098423,2022-04-08,CLI019373,Caminho Primitivo,Premium,1,Abril,14074,8656,YouTube,Concluída
RES098424,2024-04-25,CLI001838,Caminho Primitivo,Premium,1,Abril,17477,11759,YouTube,Concluída
RES098425,2020-04-10,CLI012127,Caminho do Norte,Premium,5,Abril,69099,41873,Indicação,Concluída
RES098426,2021-07-21,CLI008241,Caminho Francês,Premium,2,Julho,34124,19831,Google,Concluída
RES098427,2024-07-08,CLI018538,Caminho Francês,Autoguiado,2,Julho,28189,19223,WhatsApp,Concluída
RES098428,2025-12-11,CLI009871,Caminho do Norte,Autoguiado,3,Dezembro,32654,24512,Facebook,Concluída
RES098429,2021-03-19,CLI002811,Via Francigena,Autoguiado,2,Março,22702,13254,TikTok,Cancelada
RES098430,2024-03-18,CLI018832,Caminho Primitivo,Autoguiado,2,Março,17080,11404,WhatsApp,Concluída
RES098431,2021-01-05,CLI016059,Caminho Português,Guiado,5,Janeiro,73140,52723,Google,Concluída
RES098432,2020-06-27,CLI028939,Via Francigena,Guiado,3,Junho,50281,33668,Facebook,Concluída
RES098433,2021-04-17,CLI004984,Caminho Primitivo,Guiado,1,Abril,15264,11035,Instagram,Concluída
RES098434,2021-07-13,CLI007527,Via Francigena,Autoguiado,1,Julho,12048,8835,TikTok,Concluída
RES098435,2024-12-23,CLI029965,Via Francigena,Guiado,1,Dezembro,15636,9219,Instagram,Concluída
RES098436,2023-05-12,CLI009623,Caminho Francês,Premium,2,Maio,40572,25456,Indicação,Concluída
RES098437,2022-10-04,CLI027755,Caminho do Norte,Autoguiado,4,Outubro,47537,29315,Indicação,Concluída
RES098438,2024-08-06,CLI012168,Caminho Português,Premium,3,Agosto,56148,33487,TikTok,Concluída
RES098439,2022-04-24,CLI008392,Caminho Primitivo,Premium,1,Abril,14074,8538,TikTok,Concluída
RES098440,2026-06-25,CLI002822,Caminho do Norte,Guiado,3,Junho,43611,27440,WhatsApp,Concluída
RES098441,2022-12-05,CLI022394,Caminho Primitivo,Guiado,5,Dezembro,79633,48908,WhatsApp,Concluída
RES098442,2025-12-24,CLI005725,Caminho Português,Guiado,3,Dezembro,40892,27531,Facebook,Concluída
RES098443,2022-05-24,CLI023573,Via Francigena,Premium,1,Maio,17967,12415,Facebook,Concluída
RES098444,2026-03-05,CLI024425,Caminho Primitivo,Premium,4,Março,60796,39679,TikTok,Concluída
RES098445,2021-05-09,CLI005467,Caminho Português,Premium,3,Maio,48211,35786,Instagram,Concluída
RES098446,2026-01-04,CLI001087,Via Francigena,Autoguiado,2,Janeiro,26593,17297,Google,Reagendada
RES098447,2020-07-12,CLI005872,Via Francigena,Guiado,3,Julho,40167,30446,Google,Concluída
RES098448,2024-06-16,CLI020800,Via Francigena,Premium,2,Junho,45348,31932,YouTube,Cancelada
RES098449,2023-01-17,CLI026580,Caminho Português,Guiado,2,Janeiro,21539,14008,YouTube,Concluída
RES098450,2024-01-09,CLI000834,Caminho do Norte,Autoguiado,4,Janeiro,44422,33946,Google,Concluída
RES098451,2026-04-24,CLI002705,Caminho Primitivo,Premium,3,Abril,59241,38603,Instagram,Concluída
RES098452,2024-01-02,CLI022181,Caminho Português,Premium,2,Janeiro,28668,17642,Facebook,Concluída
RES098453,2021-12-28,CLI025409,Caminho Francês,Autoguiado,2,Dezembro,26865,19334,WhatsApp,Concluída
RES098454,2020-11-17,CLI019946,Caminho Francês,Guiado,5,Novembro,67469,50699,Google,Concluída
RES098455,2024-03-09,CLI027541,Caminho do Norte,Guiado,1,Março,15058,9709,Facebook,Cancelada
RES098456,2024-07-24,CLI028688,Caminho do Norte,Premium,3,Julho,52267,34042,Google,Concluída
RES098457,2022-11-28,CLI001984,Via Francigena,Premium,2,Novembro,27478,20719,TikTok,Concluída
RES098458,2023-07-03,CLI000480,Caminho do Norte,Autoguiado,2,Julho,27688,18635,Google,Reagendada
RES098459,2022-01-28,CLI024564,Via Francigena,Guiado,2,Janeiro,28090,19869,YouTube,Concluída
RES098460,2021-06-17,CLI027022,Via Francigena,Premium,3,Junho,49617,32406,Instagram,Cancelada
RES098461,2025-10-11,CLI013213,Via Francigena,Premium,2,Outubro,31322,18584,Google,Concluída
RES098462,2022-09-05,CLI019330,Caminho Primitivo,Guiado,2,Setembro,29234,17971,YouTube,Reagendada
RES098463,2020-03-14,CLI014488,Caminho Primitivo,Autoguiado,4,Março,40150,29467,WhatsApp,Cancelada
RES098464,2023-01-06,CLI021441,Caminho Primitivo,Autoguiado,2,Janeiro,26954,20396,Facebook,Concluída
RES098465,2022-03-06,CLI015463,Caminho do Norte,Guiado,2,Março,21391,14311,Facebook,Reagendada
RES098466,2020-04-11,CLI008107,Via Francigena,Guiado,1,Abril,16673,11803,Indicação,Concluída
RES098467,2025-08-05,CLI014147,Caminho do Norte,Autoguiado,6,Agosto,79513,50211,TikTok,Concluída
RES098468,2024-01-31,CLI007826,Via Francigena,Autoguiado,2,Janeiro,23865,13875,Facebook,Concluída
RES098469,2025-03-19,CLI020686,Via Francigena,Autoguiado,2,Março,25746,19557,Google,Concluída
RES098470,2026-10-21,CLI019862,Caminho Primitivo,Autoguiado,2,Outubro,28028,21855,Indicação,Reagendada
RES098471,2026-10-31,CLI025580,Caminho Francês,Autoguiado,2,Outubro,28793,22021,YouTube,Cancelada
RES098472,2026-09-02,CLI012736,Caminho Português,Guiado,2,Setembro,22726,16902,Facebook,Concluída
RES098473,2023-07-29,CLI001580,Via Francigena,Guiado,3,Julho,44662,31834,Instagram,Concluída
RES098474,2026-03-19,CLI010111,Caminho do Norte,Premium,2,Março,34549,25491,Indicação,Concluída
RES098475,2026-03-07,CLI017186,Caminho Português,Premium,3,Março,35149,25394,YouTube,Concluída
RES098476,2025-12-05,CLI014706,Via Francigena,Autoguiado,4,Dezembro,59389,40838,Instagram,Concluída
RES098477,2022-08-02,CLI023545,Caminho Francês,Guiado,1,Agosto,16978,10976,Instagram,Concluída
RES098478,2024-03-18,CLI014039,Caminho do Norte,Premium,1,Março,11491,7580,Instagram,Concluída
RES098479,2022-05-10,CLI000947,Via Francigena,Premium,3,Maio,45830,26721,Instagram,Concluída
RES098480,2020-06-11,CLI013422,Caminho do Norte,Premium,3,Junho,46012,34476,WhatsApp,Concluída
RES098481,2024-03-11,CLI012159,Caminho Primitivo,Autoguiado,3,Março,37601,24684,YouTube,Concluída
RES098482,2024-09-02,CLI004677,Caminho do Norte,Premium,2,Setembro,29102,19815,YouTube,Concluída
RES098483,2025-07-24,CLI018907,Caminho Português,Autoguiado,2,Julho,22070,12836,TikTok,Concluída
RES098484,2024-06-05,CLI010493,Caminho Primitivo,Guiado,4,Junho,66655,40157,WhatsApp,Concluída
RES098485,2025-07-07,CLI022977,Via Francigena,Autoguiado,2,Julho,29072,17623,Indicação,Concluída
RES098486,2024-03-02,CLI001763,Caminho Francês,Premium,1,Março,17344,10147,WhatsApp,Concluída
